01/01/1970 02:00,model=SM-G950F_device=dreamlte,32.10404137,35.20916235,691.4505528,10,Ariel_University,34:8f:27:20:89:b8,6,-43,Ariel_University,34:8f:27:20:89:b8,6,-44,Ariel_University,34:8f:27:20:89:b8,6,-47,Ariel_University,34:8f:27:20:89:b8,6,-48,Ariel_University,34:8f:27:20:89:bc,44,-48,Ariel_University,34:8f:27:20:89:b8,6,-49,Ariel_University,34:8f:27:20:89:b8,6,-51,Ariel_University,34:8f:27:20:89:bc,44,-53,Ariel_University,34:8f:27:20:89:bc,44,-53, ,34:8f:27:a0:89:b7,44,-53
01/01/1970 02:00,model=SM-G950F_device=dreamlte,32.10430836,35.20946159,689.7529255,10,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-56,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-56,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-58,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-58,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-59,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-60,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-63,Ariel_University,24:79:2a:2b:07:b8,11,-63,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-64,Ariel_University,24:79:2a:2c:5c:18,11,-64
01/01/1970 02:00,model=SM-G950F_device=dreamlte,32.1042996,35.20945331,689.7799348,10,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-54,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-54,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-58,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-58,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-58,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-59,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-60,Ariel_University,24:79:2a:2b:07:b8,11,-61,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-61,Ariel_University,24:79:2a:2b:07:b8,11,-61
01/01/1970 02:00,model=SM-G950F_device=dreamlte,32.10435073,35.20950164,689.6222852,10,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-62,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-62,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-63,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-64,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-64,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-65,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-65,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-65,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-66,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-66
01/01/1970 02:00,model=SM-G950F_device=dreamlte,32.10387159,35.21009208,702.0673878,10,Ariel_University,24:79:2a:2b:07:b8,11,-57,Ariel_University,24:79:2a:2b:07:bc,36,-57,Ariel_University,24:79:2a:2b:07:b8,11,-58,Ariel_University,24:79:2a:2b:07:bc,36,-58,Ariel_University,24:79:2a:2b:07:b8,11,-59,Ariel_University,24:79:2a:2b:07:bc,36,-59,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-60,Ariel_University,24:79:2a:2b:07:b8,11,-60,Ariel_University,24:79:2a:2b:07:b8,11,-60,Ariel_University,24:79:2a:2b:07:b8,11,-61
12/05/2017 11:33,model=SM-G950F_device=dreamlte,32.10432567,35.20967501,701.4507915,2,Ariel_University,24:79:2a:2c:5b:d8,1,-71, ,24:79:2a:ab:07:b7,36,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:33,model=SM-G950F_device=dreamlte,32.10379479,35.20974458,696.6115048,1,IT-MNG,1c:b9:c4:15:ed:b8,1,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:33,model=SM-G950F_device=dreamlte,32.10369737,35.21003374,698.6268553,3,DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,6,-60,Ariel_University,24:79:2a:2b:07:bc,36,-63, ,24:79:2a:ab:07:b7,36,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:33,model=SM-G950F_device=dreamlte,32.10410981,35.20995052,697.9931957,2,Ariel_University,24:79:2a:2b:07:b8,11,-64,DIRECT-66-HP DeskJet 3630 series,30:e1:71:0d:e0:67,6,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:33,model=SM-G950F_device=dreamlte,32.10398797,35.21002031,700.3540115,2, ,24:79:2a:ab:07:b7,36,-61,Ariel Lishka,0a:27:22:f3:bb:2b,6,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
