12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10337274,35.20896385,699.5785311,3,IT-MNG,1c:b9:c4:15:ed:b8,1,-81, ,8c:0c:90:ae:16:83,11,-86,Ariel_University,1c:b9:c4:16:ed:3c,44,-91,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10345705,35.2093268,695.6066984,8,IT-MNG,1c:b9:c4:15:ed:b8,1,-73,IT-MNG,1c:b9:c4:15:ed:bc,48,-79, ,1c:b9:c4:96:ed:47,36,-80,Ariel_University,1c:b9:c4:16:e5:a8,6,-85, ,8c:0c:90:6e:16:88,11,-87, ,1c:b9:c4:95:1c:b7,36,-88,Ariel_University,1c:b9:c4:16:28:ec,36,-88, ,1c:b9:c4:96:28:e7,36,-89
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10361092,35.21012024,699.9413868,7,Ariel_University,1c:b9:c4:16:ed:48,6,-57,IT-MNG,1c:b9:c4:15:ed:bc,48,-65, ,1c:b9:c4:95:ed:b7,48,-65,Ariel_University,1c:b9:c4:16:ed:4c,36,-68,IT-MNG,1c:b9:c4:15:ed:b8,1,-68,Ariel_University,1c:b9:c4:16:28:e8,1,-88,Ariel_University,8c:0c:90:2e:16:88,11,-89,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10352957,35.21002433,699.7307657,1,IT-MNG,1c:b9:c4:15:ed:bc,48,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.103823,35.20962659,699.2727265,2,Ariel_University,8c:0c:90:2e:16:88,11,-80, ,8c:0c:90:6e:16:88,11,-82,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10371863,35.20917756,700.2117191,6, ,8c:0c:90:ae:16:83,11,-69,Ariel_University,1c:b9:c4:15:1c:b8,1,-70,Ariel_University,8c:0c:90:2e:16:88,11,-70, ,8c:0c:90:6e:16:88,11,-71,Ariel_University,1c:b9:c4:15:1c:bc,36,-77,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-80,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10359926,35.20943567,702.4061653,4,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-69, ,1c:b9:c4:95:1c:b7,36,-82,Ariel_University,1c:b9:c4:14:2b:8c,44,-88,Onicom,c0:4a:00:71:ee:ee,9,-90,,,,,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10379135,35.20947159,700.5412946,5,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-62, ,8c:0c:90:6e:16:88,11,-65,Ariel_University,1c:b9:c4:16:e5:ac,36,-83,Ariel_University,1c:b9:c4:16:28:ec,36,-83, ,1c:b9:c4:96:28:e7,36,-84,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10372671,35.2095627,700.1034855,2,Ariel_University,8c:0c:90:2e:16:88,11,-64, ,1c:b9:c4:96:e5:a7,36,-83,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10357773,35.21002139,698.8973195,6, ,8c:0c:90:ae:16:83,11,-64,Ariel_University,1c:b9:c4:16:e5:a8,6,-78,Ariel_University,1c:b9:c4:14:2b:8c,44,-82, ,1c:b9:c4:94:2b:87,44,-83, ,1c:b9:c4:96:f1:57,52,-87,Ariel_University,1c:b9:c4:16:f1:5c,52,-87,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10306566,35.2092871,703.5283194,2,2.4V1,40:a5:ef:7a:17:f2,1,-88,__ery,14:ae:db:58:0d:6d,11,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10414648,35.2091002,707.647062,4,Ariel_University,1c:b9:c4:16:28:e8,1,-79,Ariel_University,ec:8c:a2:26:d3:68,11,-87,Ariel_University,1c:b9:c4:16:12:e8,1,-90,Ariel_University,1c:b9:c4:16:13:08,11,-90,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10398313,35.20865407,697.5727832,3,Ariel_University,8c:0c:90:2e:16:88,11,-58, ,8c:0c:90:6e:16:88,11,-60,AUC_54_R,00:25:86:cc:00:f8,5,-91,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10395051,35.20868021,699.3181469,3, ,8c:0c:90:ae:16:83,11,-59,AUC_54_R,00:25:86:cc:00:f8,5,-84,KCG_54,00:25:86:cc:07:b2,2,-86,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10382594,35.20885287,705.8277713,2,TamiRacheli,78:11:dc:1a:cf:d0,8,-89, ,00:02:6f:b8:c4:1a,11,-91,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10444343,35.20912512,694.6712148,3,Ariel_University,1c:b9:c4:16:1d:7c,44,-61,Ariel_University,1c:b9:c4:15:fd:4c,36,-77,Ariel_University,ec:8c:a2:26:d2:c8,11,-89,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10397714,35.20918387,696.8793841,2,Bezeq-n_325E,10:0d:7f:99:32:5e,11,-75,Ariel_University,ec:8c:a2:26:d3:68,11,-78,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10436305,35.2096834,690.675774,3,Ariel_University,ec:8c:a2:26:d3:68,11,-73,Ariel_University,24:c9:a1:35:a5:e8,6,-89,Ariel_University,1c:b9:c4:16:05:38,11,-90,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10428176,35.21011338,698.9173274,6,Ariel_University,1c:b9:c4:16:05:38,11,-81,Ariel_University,1c:b9:c4:16:cc:dc,36,-82, ,1c:b9:c4:96:cc:d7,36,-84,sinusafe,b2:6c:ac:a0:3d:eb,3,-85,Ariel_University,1c:b9:c4:15:23:58,6,-85, ,00:02:6f:8e:64:67,1,-88,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10406238,35.20911458,692.8015523,4, ,00:27:22:f3:bb:2b,6,-67,giftwizard,a2:6c:ac:a0:3d:eb,3,-86,Ariel_University,1c:b9:c4:15:23:5c,36,-88,mati-sh1,c4:12:f5:fd:6a:74,9,-90,,,,,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10459142,35.20974332,699.4980837,5, ,00:27:22:f3:bb:2b,6,-60, ,00:02:6f:8e:64:67,1,-75,Guest,90:6c:ac:a0:3d:eb,3,-85,Ariel_University,8c:0c:90:2f:ca:18,1,-85, ,1c:b9:c4:95:23:57,36,-89,,,,,,,,,,,,
12/05/2017 11:49,model=SM-G950F_device=dreamlte,32.10451974,35.20980378,688.7013303,2,Neuropplied,a2:6c:ac:9f:fb:1f,1,-84,shapedo,c2:6c:ac:9f:fb:1f,1,-88,,,,,,,,,,,,,,,,,,,,,,,,
